FOS10_ROS10 Corrected,FOS10_ROS11 Corrected,FOS10_ROS12 Corrected,FOS10_ROS13 Corrected,FOS10_ROS1 Corrected,FOS10_ROS9 Corrected,FOS1_ROS10 Corrected,FOS1_ROS11 Corrected,FOS1_ROS12 Corrected,FOS1_ROS13 Corrected,FOS1_ROS1 Corrected,FOS1_ROS2 Corrected,FOS1_ROS3 Corrected,FOS1_ROS4 Corrected,FOS1_ROS5 Corrected,FOS1_ROS6 Corrected,FOS1_ROS7 Corrected,FOS1_ROS8 Corrected,FOS1_ROS9 Corrected,FOS2_ROS10 Corrected,FOS2_ROS11 Corrected,FOS2_ROS12 Corrected,FOS2_ROS13 Corrected,FOS2_ROS1 Corrected,FOS2_ROS2 Corrected,FOS2_ROS3 Corrected,FOS2_ROS4 Corrected,FOS2_ROS5 Corrected,FOS2_ROS6 Corrected,FOS2_ROS7 Corrected,FOS2_ROS8 Corrected,FOS2_ROS9 Corrected,FOS3_ROS10 Corrected,FOS3_ROS11 Corrected,FOS3_ROS12 Corrected,FOS3_ROS13 Corrected,FOS3_ROS1 Corrected,FOS3_ROS2 Corrected,FOS3_ROS3 Corrected,FOS3_ROS4 Corrected,FOS3_ROS5 Corrected,FOS3_ROS6 Corrected,FOS3_ROS7 Corrected,FOS3_ROS8 Corrected,FOS3_ROS9 Corrected,FOS4_ROS10 Corrected,FOS4_ROS11 Corrected,FOS4_ROS12 Corrected,FOS4_ROS13 Corrected,FOS4_ROS1 Corrected,FOS4_ROS2 Corrected,FOS4_ROS3 Corrected,FOS4_ROS4 Corrected,FOS4_ROS5 Corrected,FOS4_ROS6 Corrected,FOS4_ROS7 Corrected,FOS4_ROS8 Corrected,FOS4_ROS9 Corrected,FOS5_ROS10 Corrected,FOS5_ROS11 Corrected,FOS5_ROS12 Corrected,FOS5_ROS13 Corrected,FOS5_ROS1 Corrected,FOS5_ROS2 Corrected,FOS5_ROS3 Corrected,FOS5_ROS4 Corrected,FOS5_ROS5 Corrected,FOS5_ROS6 Corrected,FOS5_ROS7 Corrected,FOS5_ROS8 Corrected,FOS5_ROS9 Corrected,FOS6_ROS10 Corrected,FOS6_ROS11 Corrected,FOS6_ROS12 Corrected,FOS6_ROS13 Corrected,FOS6_ROS1 Corrected,FOS6_ROS2 Corrected,FOS6_ROS3 Corrected,FOS6_ROS4 Corrected,FOS6_ROS5 Corrected,FOS6_ROS6 Corrected,FOS6_ROS7 Corrected,FOS6_ROS8 Corrected,FOS6_ROS9 Corrected,FOS7_ROS10 Corrected,FOS7_ROS13 Corrected,FOS7_ROS1 Corrected,FOS7_ROS2 Corrected,FOS7_ROS3 Corrected,FOS7_ROS8 Corrected,FOS8_ROS10 Corrected,FOS8_ROS1 Corrected,FOS8_ROS2 Corrected,FOS8_ROS3 Corrected,FOS8_ROS6 Corrected,FOS8_ROS7 Corrected,FOS8_ROS8 Corrected,FOS9_ROS10 Corrected,FOS9_ROS11 Corrected,FOS9_ROS13 Corrected,FOS9_ROS1 Corrected,FOS9_ROS3 Corrected,FOS9_ROS4 Corrected,FOS9_ROS6 Corrected,FOS9_ROS7 Corrected,FOS9_ROS8 Corrected,FOS9_ROS9 Corrected
0,0,0,0,0,0,616,7,0,0,0,0,459,1,1,1,1,0,0,0,0,0,0,0,494,1,0,1,0,1,0,238,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,161,0,1,0,282,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,278,0,0,0,0,0,230,38,0,0,0,0,0,0,0,0,0,0,154,3,1,0,0,2,0,80,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,1,0,153,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,670,1,0,0,0,0,502,2,0,0,0,0,0,0,0,0,0,0,497,13,0,0,0,1,1,482,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,59,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,530,2,0,0,0,0,436,16,0,0,0,0,1,0,0,0,0,0,525,38,2,0,1,2,0,572,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,267,0,0,2,275,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,889,14,0,0,0,0,565,11,0,1,0,0,0,0,0,0,0,0,708,54,0,0,0,5,1,818,0,0,0,4,0,42,0,0,0,0,0,0,0,0,0,0,27,0,1,0,196,0,0,4,469,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,589,2,0,0,1,0,430,0,0,1,0,0,0,0,0,0,0,0,365,0,1,0,0,0,0,156,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,4,0,2,0,370,0,3,1,244,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,722,5,0,0,0,0,461,25,1,0,0,2,1,0,0,0,0,0,470,26,1,0,1,2,0,680,0,24,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,168,0,0,0,234,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,801,4,0,0,0,1,542,6,0,0,0,0,1,0,0,0,0,0,652,69,2,0,0,2,5,580,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,260,0,1,1,334,47,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,668,0,0,0,0,0,410,1,0,2,0,0,2,0,0,0,0,0,376,0,0,0,0,1,0,357,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,124,0,0,0,281,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,790,10,0,0,0,0,502,33,0,0,0,0,0,0,0,0,0,0,355,26,0,0,1,1,0,502,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,16,0,1,1,174,0,1,0,370,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,855,14,0,0,0,0,516,6,1,0,0,0,1,0,0,0,0,0,538,74,1,1,0,1,0,561,0,0,0,15,0,4,0,0,0,0,0,0,0,0,0,0,44,2,0,0,200,0,0,2,406,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,635,57,0,0,0,0,498,40,0,0,0,1,0,0,0,0,1,0,428,14,1,0,1,3,0,455,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,98,0,0,0,191,0,1,0,394,34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,543,202,0,0,0,0,462,471,0,2,2,0,0,0,0,0,0,0,557,382,3,0,0,1,4,287,0,8,0,3,0,0,1,0,0,0,1,0,0,6,1,0,494,0,0,0,293,0,3,50,2312,1130,0,0,0,0,3,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,540,7,0,0,0,0,547,12,0,0,0,0,1,0,0,0,0,0,508,3,0,0,0,3,0,582,0,0,0,19,4,0,5,0,0,0,0,0,0,0,0,0,19,0,1,0,189,0,1,1,273,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,732,7,0,0,0,0,680,47,1,1,2,1,1,0,0,0,0,0,540,8,0,0,0,0,1,557,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,18,0,0,0,262,0,1,1,347,65,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,989,8,0,0,0,0,614,14,0,1,0,1,0,0,0,0,0,0,559,28,2,0,4,0,0,749,0,0,0,11,0,1,0,0,0,0,0,0,0,1,0,0,26,0,1,0,336,0,1,0,475,53,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1374,2,0,0,0,0,1362,0,0,1,0,0,1,0,0,0,0,0,1285,0,1,0,0,3,0,531,14,0,0,73,54,426,119,10,0,0,0,0,155,0,0,1,0,324,11,0,611,0,1,0,235,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,760,14,0,0,0,0,621,12,1,0,0,0,0,0,0,1,0,0,674,4,3,0,0,3,0,751,0,0,0,8,0,8,0,0,0,0,0,0,2,0,2,0,9,0,0,1,239,0,1,2,504,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,635,0,0,0,0,0,416,0,0,0,0,0,0,0,0,0,0,0,330,0,1,0,0,0,0,223,0,0,0,29,13,33,0,0,0,0,0,0,1,0,0,0,1,57,1,0,97,0,0,0,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,908,1,0,0,0,0,663,3,1,1,0,0,0,0,0,0,0,0,922,0,0,0,2,3,0,1129,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0,0,1,69,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,554,30,1,0,0,0,567,27,2,0,1,0,0,0,0,0,0,0,462,43,0,2,0,3,0,563,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,68,0,1,0,201,0,0,1,383,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,563,0,0,0,0,0,503,5,0,0,0,0,0,0,0,0,0,0,365,6,0,0,0,0,1,383,0,0,0,8,0,15,0,0,0,0,0,0,0,0,0,0,3,10,1,0,386,0,1,1,431,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,951,17,0,0,0,0,530,54,0,2,0,0,1,0,0,0,0,0,544,8,2,0,0,1,1,524,0,0,0,16,0,1,3,0,0,0,0,0,0,0,0,0,37,0,0,0,95,0,2,1,392,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,741,0,0,0,0,1,572,1,0,1,0,0,1,0,0,0,0,1,539,0,0,0,1,3,0,306,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,364,0,1,0,258,43,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,543,3,0,0,0,0,500,4,0,1,0,0,0,0,0,0,0,0,424,7,0,0,0,1,0,233,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,5,0,2,0,328,0,2,0,357,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,667,3,0,0,1,0,377,17,0,0,1,1,2,0,0,0,0,0,398,1,1,0,0,0,1,281,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,308,0,0,0,441,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,897,25,0,0,0,0,720,29,1,0,0,0,2,0,0,0,0,0,742,28,0,0,0,3,1,463,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,97,0,1,2,290,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2640,6676,29,0,0,4,1734,8851,2,29,33,0,0,148,0,0,16,0,5718,32151,222,28,6,11,11,4506,0,0,0,3,0,4,0,0,0,0,0,0,0,301,77,20,14621,0,0,0,0,0,3,958,8817,4246,0,0,0,0,85,0,0,0,0,0,14,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,940,6,0,0,0,0,574,27,0,0,0,0,0,0,0,0,0,0,735,59,0,0,0,1,1,700,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,251,0,0,1,453,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,804,0,0,0,0,0,536,1,0,0,0,1,3,0,0,0,0,1,438,19,0,0,0,0,2,226,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,336,0,0,0,331,42,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,789,1,0,0,0,0,597,1,2,2,0,1,0,0,0,0,0,0,743,0,0,0,0,6,0,881,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,24,0,0,0,52,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,962,4,0,0,0,0,825,3,0,0,0,0,1,0,0,0,0,0,1133,11,0,0,0,6,1,1092,0,0,0,5,0,0,0,0,0,0,1,0,14,0,0,0,10,0,0,0,11,0,0,0,224,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,6241,31,0,0,0,0,4730,7,1,5,0,0,3,0,0,0,0,2,5001,2,0,0,4,8,0,3326,111,11,0,670,87,2344,763,26,5,2,6,0,1150,0,0,0,61,1976,111,0,2240,0,11,2,1761,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,737,2,0,0,0,0,748,1,0,0,0,0,1,0,0,0,0,0,903,2,0,0,1,2,0,826,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,96,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,24140,8,0,0,0,0,17414,7,9,15,0,0,11,0,0,0,0,0,20602,0,23,5,14,65,0,19546,63,0,0,1138,20782,20178,7075,174,11,5,8,0,4047,0,0,0,15,5355,184,0,15234,1,26,0,1088,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,794,19,0,0,0,0,526,36,0,1,0,0,0,0,1,0,0,0,543,0,0,0,0,3,0,825,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,301,0,0,2,362,58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1062,6,0,0,0,0,726,43,0,2,1,0,0,0,0,0,0,0,714,18,0,0,3,6,2,1352,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,327,0,0,0,382,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,7787,8,0,0,0,0,5872,41,5,5,0,0,7,0,0,0,0,0,7138,3,3,4,6,12,0,5166,134,6,0,748,95,2841,733,49,2,0,6,3,1690,0,0,0,30,2534,255,5,2912,0,8,2,2350,281,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,968,0,0,0,0,0,644,2,0,0,0,0,0,0,0,0,0,0,914,0,1,0,1,3,0,729,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,60,5,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
